,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,label
278,1218,a5441,b5294,"""High performance computing in science and engineering '15 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2015""","""Wolfgang E. Nagel, Dietmar H. Kröner, Michael M. Resch, editors""","""Cham : Springer, 2016.""","""Books""",9783319246338,"""nan""","""nan""","""High performance computing in science and engineering '15 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2015  ""","""Nagel, Wolfgang E., | KrÃ¶ner, Dietmar, | Resch, Michael,""","""Cham""","""Electronic books.""",9783319246338,"""nan""","""1 online resource (ix, 701 pages)""",1
271,1173,a3002,b3932,"""Number by colors : a guide to using color to understand technical data""","""Brand Fortner, Theodore E. Meyer""","""Santa Clara, Calif. : TELOS, Electronic Library of Science, [1997] ©1997""","""Books""",9780387946856,"""nan""","""nan""","""Number by Colors : a Guide to Using Color to Understand Technical Data  ""","""Fortner, Brand.""","""New York, NY""","""Electronic books.""",9781461218920,"""nan""","""1 online resource (XXV, 349 pages)""",1
147,642,a4111,b260,"""Computer aided innovation of new materials : proceedings of the First International Conference and Exhibition on Computer Applications to Materials Science and Engineering-CAMSE '90, Sunshine City, Ikebukuro, Tokyo, Japan, August 28-31, 1990""","""edited by Masao Doyama ... [and others] ; organized by the Organizing Committee of the First International Conference on Computer Applications to Materials Science and Engineering [and] the Nikkan Kogyo Shimbun, Ltd""","""Amsterdam ; New York : North-Holland ; New York, N.Y., U.S.A. : Elsevier Science Pub. Co. [distributor], 1991.""","""Books""",9780444888648,"""nan""","""nan""","""Privacy and data security : protecting consumers in the modern world : hearing before the Committee on Commerce, Science, and Transportation, United States Senate, One Hundred...""","""United States. Congress. Senate. Committee on Commerce, Science, and Transportation.""","""Washington""","""nan""",9780160901225,"""United States. Congress. Senate. S. hrg. ; 112-152.""","""iv, 91 p. ; 24 cm.""",0
276,1200,a4954,b2645,"""Big data benchmarks, performance optimization, and emerging hardware : 4th and 5th Workshops, BPOE 2014, Salt Lake City, USA, March 1, 2014 and Hangzhou, China, September 5, 2014, revised selected papers""","""Jianfeng Zhan, Rui Han, Chuliang Weng (Eds.)""","""Cham : Springer, [2014] ©2014""","""Books""",9783319130217,"""Lecture notes in computer science ; 8807,""","""nan""","""Big data benchmarks, performance optimization, and emerging hardware : 4th and 5th Workshops, BPOE 2014, Salt Lake City, USA, March 1, 2014 and Hangzhou, China, September 5,...""","""Zhan, Jianfeng, | Han, Rui, | Weng, Chuliang,""","""Cham""","""Electronic books.""",9783319130217,"""Lecture notes in computer science ; 8807. 1611-3349""","""1 online resource (x, 221 pages)""",1
177,747,a784,b863,"""Transportation and information : trends in technology and policy""","""Piyushimita (Vonu) Thakuriah, D. Glenn Geers""","""New York, NY : Springer, [2013] ©2013""","""Books""",9781461471295,"""SpringerBriefs in computer science,""","""nan""","""Transportation and information : trends in technology and policy  ""","""Thakuriah, Piyushimita.""","""New York, NY""","""Electronic books.""",9781461471295,"""SpringerBriefs in computer science.""","""1 online resource.""",1
99,386,a996,b592,"""Transactions on large-scale data- and knowledge-centered systems XV : selected papers from ADBIS 2013 satellite events""","""Abdelkader Hameurlain ... [and more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662457610,"""Lecture notes in computer science ; 8920,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems II ""","""Hameurlain, Abdelkader.""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642161759,"""Lecture notes in computer science ; 6380.""","""1 online resource (vii, 140 p.""",0
197,816,a82,b730,"""Advances in intelligent data analysis : reasoning about data : second international symposium, IDA-97, London, UK, August 4-6, 1997 : proceedings""","""Xiaohui Liu, Paul Cohen, Michael Berthold (eds.)""","""Berlin ; New York : Springer, [1997] ©1997""","""Books""",9783540633464,"""Lecture notes in computer science. 1280,""","""nan""","""Advances in intelligent data analysis IX : 9th international symposium, IDA 2010, Tucson, AZ, USA, May 19-21, 2010 : proceedings  ""","""Cohen, Paul R. | Adams, Niall M., | Berthold, M.""","""Berlin ; Springer, c2010.""","""Electronic books. | Conference papers and proceedings.""",9783642130625,"""Lecture notes in computer science ; 6065. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xiii, 260 p.)""",0
243,1016,a3312,b790,"""Improving collection of indicators of criminal justice system involvement in population health data programs : proceedings of a workshop""","""Jordyn White and Esha Sinha, rapporteurs ; Committee on National Statistics, Division of Behavioral and Social Sciences and Education, the National Academies of Sciences, Engineering, Medicine.""","""Washington, DC : the National Academies Press, [2017] ©2017.""","""Books""",9780309453370,"""nan""","""nan""","""Improving collection of indicators of criminal justice system involvement in population health data programs : proceedings of a workshop  ""","""White, Jordyn, | Sinha, Esha,""","""Washington, DC""","""nan""",9780309453370,"""nan""","""x, 90 pages""",1
115,507,a2666,b152,"""Advanced Object-Oriented Programming in R : Statistical Programming for Data Science, Analysis and Finance""","""Thomas Mailund""","""[New York] : Springer Science and Business Media : Apress, [2017]""","""Books""",9781484229194,"""nan""","""nan""","""Advanced Object-Oriented Programming in R : Statistical Programming for Data Science, Analysis and Finance  ""","""Mailund, Thomas""","""[New York]""","""Electronic books.""",9781484229194,"""nan""","""1 online resource""",1
265,1153,a3376,b159,"""Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware Machine Learning for Health Data Science, PAML 2016, Salzburg, Austria, August 31 - September 2, 2016, Proceedings""","""Francesco Buccafurri, Andreas Holzinger, Peter Kieseberg, A Min Tjoa, Edgar Weippl (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319455075,"""Lecture notes in computer science ; 9817,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware...""","""Buccafurri, Francesco, | Holzinger, Andreas, | Kieseberg, Peter, | Tjoa, A. Min, | Weippl, Edgar R.,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319455075,"""Lecture notes in computer science ; 9817. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xii, 267 pages)""",1
72,301,a3146,b642,"""Journal on data semantics XIV""","""Stefano Spaccapietra, Lois Delcambre (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642105623,"""Lecture notes in computer science ; 5880,""","""nan""","""Journal on data semantics XIV ""","""Spaccapietra, S. | Delcambre, Lois M. L.""","""Berlin ; Springer, Â©2009.""","""Electronic books.""",9783642105623,"""Lecture notes in computer science ; 5880.""","""1 online resource (vi, 161 pages)""",1
25,80,a1971,b6141,"""Advances in visual computing : first international symposium, ISVC 2005, Lake Tahoe, NV, USA, December 5-7, 2005 : proceedings""","""George Bebis ... [and others] (eds.)""","""Berlin ; New York : Springer, 2005.""","""Books""",9783540307501,"""Lecture notes in computer science. 3804,""","""nan""","""Advances in visual computing : second international symposium, ISVC 2006, Lake Tahoe, NV, USA, November 6-8, 2006 : proceedings  ""","""Bebis, George.""","""Berlin ; Springer, c2006.""","""Electronic books.""",9783540486312,"""Lecture notes in computer science, 4291-4292 0302-9743 ;""","""2 v.""",0
165,711,a3913,b2853,"""Transactions on computational science XVII""","""Marina L. Gavrilova, C. J. Kenneth Tan (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642358401,"""Lecture notes in computer science ; 7420,""","""nan""","""Transactions on computational science V : special issue on cognitive knowledge representation  ""","""Gavrilova, Marina L.""","""Berlin""","""Electronic books.""",9783642020971,"""Lecture notes in computer science ; 5540.""","""1 online resource (xii, 236 p.)""",0
287,1249,a5174,b3251,"""Nursing uses of computers and information science : proceedings of the IFIP-IMIA International Symposium on Nursing Uses of Computers and Information Science, Calgary, Alberta, Canada, 1-3 May 1985""","""edited by Kathryn J. Hannah, Evelyn J. Guillemin, and Dorothy N. Conklin ; organized by the International Medical Informatics Association (IMIA), a special interest group of the International Federation for Information Processing (IFIP), with the support of the Conference Office of the University of Calgary""","""Amsterdam ; New York : North-Holland ; New York, N.Y., U.S.A. : Sole distributors for the U.S.A. and Canada, Elsevier Science Pub. Co., 1985.""","""Books""",9780444879042,"""nan""","""nan""","""Progress in cryptology - LATINCRYPT 2014 : third International Conference on Cryptology and Information Security in Latin America FlorianÃ³polis, Brazil, September 17-19, 2014...""","""Aranha, Diego F., | Menezes, A. J.""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319162959,"""Lecture notes in computer science ; 8895. 0302-9743""","""1 online resource (xii, 387 pages)""",0
174,730,a5604,b2244,"""Transactions on computational science XIV : Special issue on voronoi diagrams and delaunay triangulation""","""Marina L. Gavrilova, C. J. Kenneth Tan, Mir Abolfazl Mostafavi (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642252495,"""Lecture notes in computer science ; 6970,""","""nan""","""Transactions on computational science VIII ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, c2010.""","""Electronic books.""",9783642162367,"""Lecture notes in computer science ; 6260.""","""1 online resource (xiv, 166 p.)""",0
289,1254,a5604,b3269,"""Transactions on computational science XIV : Special issue on voronoi diagrams and delaunay triangulation""","""Marina L. Gavrilova, C. J. Kenneth Tan, Mir Abolfazl Mostafavi (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642252495,"""Lecture notes in computer science ; 6970,""","""nan""","""Transactions on computational science VII ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer-Verlag, c2010.""","""Electronic books.""",9783642113895,"""Lecture notes in computer science ; 5890.""","""1 online resource (viii, 162 p.).""",0
39,168,a317,b3563,"""Information hiding : first international workshop, Cambridge, U.K., May 30-June 1, 1996 : proceedings""","""Ross Anderson (ed.)""","""Berlin ; New York : Springer, [1996] ©1996""","""Books""",9783540619963,"""Lecture notes in computer science ; 1174,""","""nan""","""Information Hiding : First International Workshop Cambridge, U.K., May 30 - June 1, 1996 Proceedings  ""","""Anderson, Ross.""","""Berlin, Heidelberg""","""Electronic books.""",9783540495895,"""Lecture notes in computer science ; 1174.""","""1 online resource (viii, 364 p.)""",1
193,807,a3709,b685,"""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data""","""Abdelkader Hameurlain [and more] (eds.)""","""Heidelberg : Springer, 2015.""","""Books""",9783662465622,"""Lecture notes in computer science ; 8990,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data  ""","""Hameurlain, Abdelkader,""","""Heidelberg""","""Electronic books.""",9783662465622,"""Lecture notes in computer science ; 8990. 0302-9743""","""1 online resource (ix, 129 pages)""",1
88,355,a152,b140,"""Soft computing in data science : first international conference, SCDS 2015, Putrajaya, Malaysia, September 2-3, 2015, Proceedings""","""Michael W. Berry, Azlinah Hj. Mohamed, Yap Bee Wah (eds.)""","""Singapore : Springer, 2015.""","""Books""",9789812879363,"""Communications in computer and information science ; 545,""","""nan""","""Soft computing in data science : first international conference, SCDS 2015, Putrajaya, Malaysia, September 2-3, 2015, Proceedings  ""","""Berry, Michael W., | Mohamed, Azlinah Hj., | Wah, Yap Bee,""","""Singapore""","""Electronic books.""",9789812879363,"""Communications in computer and information science ; 545. 1865-0929""","""1 online resource (xi, 270 pages)""",1
70,291,a3567,b2784,"""Financial cryptography and data security : 20th International Conference, FC 2016, Christ Church, Barbados, February 22-26, 2016, Revised selected papers""","""Jens Grossklags, Bart Preneel (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662549704,"""Lecture notes in computer science ; 9603,LNCS sublibrary. Security and cryptology,""","""nan""","""Privacy technologies and policy : first Annual Privacy Forum, APF 2012, Limassol, Cyprus, October 10-11, 2012, Revised selected papers  ""","""Preneel, Bart, | Ikonomou, Demosthenes,""","""Heidelberg""","""Electronic books.""",9783642540691,"""Lecture notes in computer science ; 8319. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 215 pages)""",0
87,353,a1928,b4239,"""Next generation SSH2 implementation : securing data in motion""","""Dale Liu, lead author and technical editor ; Max Caceres ... [and others]""","""Burlington, MA : Syngress Pub., [2009] ©2009""","""Books""",9781597492836,"""nan""","""nan""","""Next generation SSH2 implementation : securing data in motion  ""","""Liu, Dale.""","""Burlington, MA""","""nan""",9781597492836,"""nan""","""xxi, 312 p.""",1
242,1007,a5674,b597,"""Methodologies for knowledge discovery and data mining: Third Pacific-Asia Conference, PAKDD-99, Beijing, China, April 1999 : proceedings""","""Ning Zhong, Lizhi Zhou, eds""","""Berlin ; New York : Springer, [1999] ©1999""","""Books""",9783540658665,"""Lecture notes in computer science ; 1574,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""New directions in rough sets, data mining, and granular-soft computing : 7th International Workshop, RSFDGrC'99, Yamaguchi, Japan, November 9-11, 1999 : proceedings  ""","""Zhong, Ning, | Skowron, Andrzej. | Åsuga, Setsuo,""","""Berlin ; Springer, c1999.""","""Electronic books. | Conference proceedings.""",9783540480617,"""Lecture notes in computer science ; 1711. Lecture notes in computer science. Lecture notes in artificial intelligence.""","""1 online resource (xiv, 558 p.)""",0
277,1217,a5196,b4538,"""Evolutionary computing : AISB Workshop, Leeds, U.K., April 11-13, 1994 : selected papers""","""Terence C. Fogarty, (ed.)""","""Berlin ; New York : Springer-Verlag, [1994] ©1994""","""Books""",9783540584834,"""Lecture notes in computer science ; 865,""","""nan""","""Evolutionary Computing : AISB Workshop Brighton, U.K., April 1-2, 1996 Selected Papers  ""","""Fogarty, Terence C.""","""Berlin, Heidelberg""","""Electronic books.""",9783540706717,"""Lecture notes in computer science ; 1143. 0302-9743""","""1 online resource""",0
211,872,a996,b797,"""Transactions on large-scale data- and knowledge-centered systems XV : selected papers from ADBIS 2013 satellite events""","""Abdelkader Hameurlain ... [and more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662457610,"""Lecture notes in computer science ; 8920,""","""nan""","""Data Management in Cloud, Grid and P2P Systems : 6th International Conference, Globe 2013, Prague, Czech Republic, August 28-29, 2013 : proceedings  ""","""Hameurlain, Abdelkader, | Rahayu, Johanna Wenny, | Taniar, David,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642400537,"""Lecture notes in computer science ; 8059, 0302-9743""","""1 online resource (x, 125 pages)""",0
9,48,a5469,b1113,"""Applied cryptography and network security : 4th international conference, ACNS 2006, Singapore, June 6-9, 2006 : proceedings""","""Jianying Zhou, Moti Yung, Feng Bao (eds.)""","""Berlin ; New York : Springer, [2006] ©2006""","""Books""",9783540347033,"""Lecture notes in computer science. 3989,""","""nan""","""Applied cryptography and network security : 10th International Conference, ACNS 2012, Singapore, June 26-29, 2012. Proceedings  ""","""Bao, Feng, | Samarati, Pierangela. | Zhou, Jianying.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642312847,"""Lecture notes in computer science ; 7341. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource.""",0
195,814,a2675,b1769,"""Handbook of survey methodology for the social sciences""","""Lior Gideon, editor""","""New York, NY : Springer, [2012] ©2012""","""Books""",9781461438755,"""nan""","""nan""","""Handbook of survey methodology for the social sciences ""","""Gideon, Lior.""","""New York""","""Electronic books. | Handbooks and manuals.""",9781461438762,"""nan""","""1 online resource (xviii, 520 pages)""",1
251,1038,a2087,b5926,"""Algebraic algorithms and error-correcting codes : 3rd international conference, AAECC-3, Grenoble, France, July 15-19, 1985, proceedings""","""edited by Jacques Calmet""","""Berlin ; New York : Springer-Verlag, [1986] ©1986""","""Books""",9780387167763,"""Lecture notes in computer science ; 229,""","""nan""","""Artificial Intelligence and Symbolic Mathematical Computing : International Conference AISMC-1 Karlsruhe, Germany, August 3-6, 1992 Proceedings  ""","""Calmet, Jacques.""","""Berlin, Heidelberg""","""Electronic books.""",9783540480631,"""Lecture notes in computer science ; 737. 0302-9743""","""1 online resource""",0
192,806,a996,b685,"""Transactions on large-scale data- and knowledge-centered systems XV : selected papers from ADBIS 2013 satellite events""","""Abdelkader Hameurlain ... [and more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662457610,"""Lecture notes in computer science ; 8920,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XIX : special issue on big data and open data  ""","""Hameurlain, Abdelkader,""","""Heidelberg""","""Electronic books.""",9783662465622,"""Lecture notes in computer science ; 8990. 0302-9743""","""1 online resource (ix, 129 pages)""",0
117,511,a4601,b3275,"""Introduction to Computational Social Science Principles and Applications""","""by Claudio Cioffi-Revilla""","""2nd ed. 2017. Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319501314,"""Texts in computer science,Undergraduate texts in computer science,""","""nan""","""Introduction to computational social science : principles and applications  ""","""Cioffi-Revilla, Claudio A., 1951-""","""London""","""Electronic books.""",9781447156611,"""Texts in computer science, 1868-0941""","""1 online resource (xxxiii, 320 pages)""",1
47,188,a5604,b1187,"""Transactions on computational science XIV : Special issue on voronoi diagrams and delaunay triangulation""","""Marina L. Gavrilova, C. J. Kenneth Tan, Mir Abolfazl Mostafavi (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642252495,"""Lecture notes in computer science ; 6970,""","""nan""","""Transactions on computational science XVI ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642326639,"""Lecture notes in computer science ; 7380.""","""1 online resource.""",0
172,727,a4327,b929,"""Advanced data mining and applications : 5th international conference, ADMA 2009, Beijing, China, August 17-19, 2009 : proceedings""","""Ronghuai Huang ... [and others] (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642033483,"""Lecture notes in computer science ; 5678,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,""","""nan""","""Advanced data mining and applications : 5th international conference, ADMA 2009, Beijing, China, August 17-19, 2009 : proceedings  ""","""Huang, Ronghuai.""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642033483,"""Lecture notes in computer science ; 5678. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xxi, 807 pages)""",1
