_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,label
168,a317,b3563,"""Information hiding : first international workshop, Cambridge, U.K., May 30-June 1, 1996 : proceedings""","""Ross Anderson (ed.)""","""Berlin ; New York : Springer, [1996] ©1996""","""Books""",9783540619963,"""Lecture notes in computer science ; 1174,""","""nan""","""Information Hiding : First International Workshop Cambridge, U.K., May 30 - June 1, 1996 Proceedings  ""","""Anderson, Ross.""","""Berlin, Heidelberg""","""Electronic books.""",9783540495895,"""Lecture notes in computer science ; 1174.""","""1 online resource (viii, 364 p.)""",1
170,a1750,b4848,"""Applied cryptography and network security : 14th International Conference, ACNS 2016, Guildford, UK, June 19-22, 2016. Proceedings""","""Mark Manulis, Ahmad-Reza Sadeghi, Steve Schneider (eds.)""","""Cham : Springer, 2016.""","""Books""",9783319395555,"""Lecture notes in computer science ; 9696,LNCS sublibrary. Security and cryptology,""","""nan""","""Cryptology and network security : 11th international conference, CANS 2012, Darmstadt, Germany, December 12-14, 2012, proceedings  ""","""Pieprzyk, Josef, | Sadeghi, Ahmad-Reza. | Manulis, Mark.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642354045,"""Lecture notes in computer science ; 7712. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xvi, 309 pages)""",0
178,a3077,b949,"""Secure data management : 9th VLDB Workshop, SDM 2012, Istanbul, Turkey, August 27, 2012. Proceedings""","""Willem Jonker, Milan Petković (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642328732,"""Lecture notes in computer science ; 7482,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Secure data management : 6th VLDB workshop, SDM 2009, Lyon, France, August 28, 2009 : proceedings  ""","""Jonker, Willem, | PetkoviÄ, Milan.""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642042195,"""Lecture notes in computer science ; 5776. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (viii, 171 pages)""",0
179,a3523,b949,"""Secure data management : 6th VLDB workshop, SDM 2009, Lyon, France, August 28, 2009 : proceedings""","""Willem Jonker, Milan Petković (eds.)""","""Berlin ; New York : Springer, 2009.""","""Books""",9783642042195,"""Lecture notes in computer science ; 5776,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Secure data management : 6th VLDB workshop, SDM 2009, Lyon, France, August 28, 2009 : proceedings  ""","""Jonker, Willem, | PetkoviÄ, Milan.""","""Berlin ; Springer, Â©2009.""","""Electronic books. | Conference papers and proceedings.""",9783642042195,"""Lecture notes in computer science ; 5776. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (viii, 171 pages)""",1
180,a5186,b819,"""Ice ages and interglacials : measurements, interpretation and models""","""Donald Rapp""","""Second edition. Heidelberg ; New York : Springer-Verlag ; Chichester, UK : Praxis Pub., [2012] ©2012""","""Books""",9783642300295,"""Springer-Praxis books in environmental sciences,""","""nan""","""Ice Ages and interglacials : measurements, interpretation and models  ""","""Rapp, Donald, 1934-""","""Berlin ; Springer, Â©2012.""","""Electronic books.""",9783642300295,"""Springer-Praxis books in environmental sciences.""","""1 online resource (xxv, 404 pages)""",1
182,a775,b3285,"""Advances in cryptology, EUROCRYPT 2000 : International Conference on the Theory and Application of Cryptographic Techniques, Bruges, Belgium, May 14-18, 2000 : proceedings""","""Bart Preneel (ed.)""","""Berlin ; New York : Springer, [2000] ©2000""","""Books""",9783540675174,"""Lecture notes in computer science ; 1807,""","""nan""","""Cryptography and information security in the Balkans : first international conference, BalkanCryptSec 2014, Istanbul, Turkey, October 16-17, 2014, Revised selected papers  ""","""Yalcin, Siddika Berna Ors, | Preneel, Bart,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319213569,"""Lecture notes in computer science ; 9024. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (x, 251 pages)""",0
186,a3334,b36,"""Federal data science : transforming government and agricultural policy using artificial intelligence""","""edited by Feras A. Batarseh, Ruixin Yang""","""London : Academic Press, 2018.""","""Books""",9780128124444,"""nan""","""nan""","""Federal data science : transforming government and agricultural policy using artificial intelligence  ""","""Batarseh, Feras, | Yang, Ruixin,""","""London""","""Electronic books.""",9780128124444,"""nan""","""1 online resource""",1
187,a105,b1187,"""Transactions on computational science V : special issue on cognitive knowledge representation""","""Marina L. Gavrilova ... [and others] (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642020971,"""Lecture notes in computer science ; 5540,""","""nan""","""Transactions on computational science XVI ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642326639,"""Lecture notes in computer science ; 7380.""","""1 online resource.""",0
188,a5604,b1187,"""Transactions on computational science XIV : Special issue on voronoi diagrams and delaunay triangulation""","""Marina L. Gavrilova, C. J. Kenneth Tan, Mir Abolfazl Mostafavi (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642252495,"""Lecture notes in computer science ; 6970,""","""nan""","""Transactions on computational science XVI ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642326639,"""Lecture notes in computer science ; 7380.""","""1 online resource.""",0
189,a837,b1187,"""Transactions on computational science XV : special issue on advances in autonomic computing: formal engineering methods for nature-inspired computing systems""","""Marina L. Gavrilova, C. J. Kenneth Tan, Cong-Vinh Phan (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642285257,"""Lecture notes in computer science ; 7050,""","""nan""","""Transactions on computational science XVI ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642326639,"""Lecture notes in computer science ; 7380.""","""1 online resource.""",0
190,a3913,b1187,"""Transactions on computational science XVII""","""Marina L. Gavrilova, C. J. Kenneth Tan (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642358401,"""Lecture notes in computer science ; 7420,""","""nan""","""Transactions on computational science XVI ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642326639,"""Lecture notes in computer science ; 7380.""","""1 online resource.""",0
191,a4324,b1187,"""Transactions on computational science XXVIII : special issue on cyberworlds and cybersecurity""","""Marina L. Gavrilova, C.J. Kenneth Tan, Alexei Sourin (eds.)""","""Berlin : Springer, 2016.""","""Books""",9783662530900,"""Lecture notes in computer science ; 9590,""","""nan""","""Transactions on computational science XVI ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642326639,"""Lecture notes in computer science ; 7380.""","""1 online resource.""",0
203,a1585,b1894,"""Mathematical aspects of computer and information sciences : 6th International Conference, MACIS 2015, Berlin, Germany, November 11-13, 2015, Revised selected papers""","""Ilias S. Kotsireas, Siegfried M. Rump, Chee K. Yap (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319328591,"""Lecture notes in computer science ; 9582,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Hybrid learning and continuing education : 6th International Conference, ICHL 2013, Toronto, ON, Canada, August 12-14, 2013. Proceedings  ""","""Cheung, Simon K. S.,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642397509,"""Lecture notes in computer science ; 8038, 0302-9743 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xiv, 411 pages)""",0
205,a2989,b1435,"""Graph Transformation 10th International Conference, ICGT 2017, Held as Part of STAF 2017, Marburg, Germany, July 18-19, 2017, Proceedings""","""edited by Juan de Lara, Detlef Plump""","""Cham : Springer International Publishing : Imprint: Springer, 2017.""","""Books""",9783319614700,"""Lecture notes in computer science ; 10373,""","""nan""","""Fundamental approaches to software engineering : 15th International Conference, FASE 2012, held as part of the European Joint Conferences on Theory and Practice of Software,...""","""Lara, Juan de | Zisman, Andrea.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642288722,"""Lecture notes in computer science ; 7212. 0302-9743 Lecture notes in computer science. Advanced research in computing and software science. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xvi, 518 pages).""",0
210,a3376,b1060,"""Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware Machine Learning for Health Data Science, PAML 2016, Salzburg, Austria, August 31 - September 2, 2016, Proceedings""","""Francesco Buccafurri, Andreas Holzinger, Peter Kieseberg, A Min Tjoa, Edgar Weippl (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319455075,"""Lecture notes in computer science ; 9817,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data management in grid and peer-to-peer systems : third international conference, Globe 2010, Bilbao, Spain, September 1-2, 2010 : proceedings  ""","""Hameurlain, Abdelkader. | Morvan, Franck. | Tjoa, A. Min.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642151088,"""Lecture notes in computer science ; 6265. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (x, 159 p.)""",0
212,a2372,b1060,"""Data management in grid and peer-to-peer systems : third international conference, Globe 2010, Bilbao, Spain, September 1-2, 2010 : proceedings""","""Abdelkader Hameurlain, Franck Morvan, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2010] ©2010""","""Books""",9783642151088,"""Lecture notes in computer science ; 6265,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data management in grid and peer-to-peer systems : third international conference, Globe 2010, Bilbao, Spain, September 1-2, 2010 : proceedings  ""","""Hameurlain, Abdelkader. | Morvan, Franck. | Tjoa, A. Min.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642151088,"""Lecture notes in computer science ; 6265. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (x, 159 p.)""",1
216,a5399,b1060,"""Transactions on large-scale data- and knowledge-centered systems III : special issue on data and knowledge management in grid and P2P systems""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642230745,"""Lecture notes in computer science ; 6790,Lecture notes in computer science. Journal subline,""","""nan""","""Data management in grid and peer-to-peer systems : third international conference, Globe 2010, Bilbao, Spain, September 1-2, 2010 : proceedings  ""","""Hameurlain, Abdelkader. | Morvan, Franck. | Tjoa, A. Min.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642151088,"""Lecture notes in computer science ; 6265. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (x, 159 p.)""",0
224,a2596,b3245,"""Financial cryptography and data security : 9th international conference, FC 2005, Roseau, the Commonwealth of Dominica, February 28-March 3, 2005 : revised papers""","""Andrew S. Patrick, Moti Yung (eds.)""","""Berlin ; New York : Springer, [2005] ©2005""","""Books""",9783540266563,"""Lecture notes in computer science. 3570,""","""nan""","""Information security and cryptology : 6th international conference, Inscrypt 2010, Shanghai, China, October 20-24, 2010 : revised selected papers  ""","""Lai, Xuejia. | Yung, Moti. | Lin, Dongdai.""","""Berlin ; Springer, Â©2011.""","""Electronic books. | Conference papers and proceedings.""",9783642215186,"""Lecture notes in computer science ; 6584. 0302-9743""","""1 online resource (xiv, 524 pages)""",0
225,a5469,b3245,"""Applied cryptography and network security : 4th international conference, ACNS 2006, Singapore, June 6-9, 2006 : proceedings""","""Jianying Zhou, Moti Yung, Feng Bao (eds.)""","""Berlin ; New York : Springer, [2006] ©2006""","""Books""",9783540347033,"""Lecture notes in computer science. 3989,""","""nan""","""Information security and cryptology : 6th international conference, Inscrypt 2010, Shanghai, China, October 20-24, 2010 : revised selected papers  ""","""Lai, Xuejia. | Yung, Moti. | Lin, Dongdai.""","""Berlin ; Springer, Â©2011.""","""Electronic books. | Conference papers and proceedings.""",9783642215186,"""Lecture notes in computer science ; 6584. 0302-9743""","""1 online resource (xiv, 524 pages)""",0
