,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details
131,131,a4253,b688,"""Transactions on large-scale data- and knowledge-centered systems XVI : selected papers from ACOMP 2013""","""Abdelkader Hameurlain [and 4 more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662459478,"""Lecture notes in computer science ; 8960,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXVI : special issue on data warehousing and knowledge discovery  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland R., | Bellatreche, Ladjel, | Mohania, Mukesh,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783662497845,"""Lecture notes in computer science ; 9670. 0302-9743""","""1 online resource (xi, 109 pages)"""
138,138,a5678,b688,"""Data warehousing and knowledge discovery : 15th international conference, DaWaK 2013, Prague, Czech Republic, August 26-29, 2013, proceedings""","""Ladjel Bellatreche, Mukesh K. Mohania (eds.)""","""Heidelberg : Springer, [2013]. ©2013""","""Books""",9783642401312,"""Lecture notes in computer science ; 8057,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXVI : special issue on data warehousing and knowledge discovery  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland R., | Bellatreche, Ladjel, | Mohania, Mukesh,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783662497845,"""Lecture notes in computer science ; 9670. 0302-9743""","""1 online resource (xi, 109 pages)"""
139,139,a5686,b688,"""Data warehousing and knowledge discovery : 16th International Conference, DaWaK 2014, Munich, Germany, September 2-4, 2014, proceedings""","""Ladjel Bellatreche, Mukesh K. Mohania (eds.)""","""Cham : Springer, [2014] ©2014""","""Books""",9783319101606,"""Lecture notes in computer science ; 8646,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXVI : special issue on data warehousing and knowledge discovery  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland R., | Bellatreche, Ladjel, | Mohania, Mukesh,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783662497845,"""Lecture notes in computer science ; 9670. 0302-9743""","""1 online resource (xi, 109 pages)"""
140,140,a4632,b688,"""Big data analytics and knowledge discovery : 19th International Conference, DaWaK 2017, Lyon, France, August 28-31, 2017, Proceedings""","""edited by Ladjel Bellatreche, Sharma Chakravarthy (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319642833,"""Lecture notes in computer science ; 10440,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXVI : special issue on data warehousing and knowledge discovery  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland R., | Bellatreche, Ladjel, | Mohania, Mukesh,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783662497845,"""Lecture notes in computer science ; 9670. 0302-9743""","""1 online resource (xi, 109 pages)"""
141,141,a3279,b688,"""Data warehousing and knowledge discovery : 11th international conference, DaWaK 2009, Linz, Austria, August 31-September 2, 2009 : proceedings""","""Torben Bach Pedersen, Mukesh K. Mohania, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642037306,"""Lecture notes in computer science ; 5691,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXVI : special issue on data warehousing and knowledge discovery  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland R., | Bellatreche, Ladjel, | Mohania, Mukesh,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783662497845,"""Lecture notes in computer science ; 9670. 0302-9743""","""1 online resource (xi, 109 pages)"""
142,142,a4110,b688,"""Data warehousing and knowledge discovery : 5th international conference, DaWaK 2003, Prague, Czech Republic, September 3-5, 2003 : proceedings""","""Yahiko Kambayashi, Mukesh Mohania, Wolfram Wöss (eds.)""","""Berlin ; New York : Springer-Verlag, [2003] ©2003""","""Books""",9783540408079,"""Lecture notes in computer science ; 2737,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXVI : special issue on data warehousing and knowledge discovery  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland R., | Bellatreche, Ladjel, | Mohania, Mukesh,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783662497845,"""Lecture notes in computer science ; 9670. 0302-9743""","""1 online resource (xi, 109 pages)"""
143,143,a1820,b688,"""Data warehousing and knowledge discovery : 12th international conference, DaWaK 2010, Bilbao, Spain, August/September 2010 : proceedings""","""Torben Bach Pedersen, Mukesh K. Mohania, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, 2010.""","""Books""",9783642151057,"""Lecture notes in computer science ; 6263,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXVI : special issue on data warehousing and knowledge discovery  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland R., | Bellatreche, Ladjel, | Mohania, Mukesh,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783662497845,"""Lecture notes in computer science ; 9670. 0302-9743""","""1 online resource (xi, 109 pages)"""
144,144,a2678,b3911,"""Chinese computational linguistics and natural language processing based on naturally annotated big data : 14th China National Conference, CCL 2015, and third International Symposium, NLP-NABD 2015, Guangzhou, China, November 13-14, 2015, proceedings""","""Maosong Sun, Zhiyuan Liu, Min Zhang, Yang Liu (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319258164,"""Lecture notes in computer science. Lecture notes in artificial intelligence 9427,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Chinese computational linguistics and natural language processing based on naturally annotated big data : 16th China National Conference, CCL 2017, and 5th International...""","""Sun, Maosong, | Wang, Xiaojie, | Chang, Baobao, | Xiong, Deyi,""","""Cham""","""Electronic books.""",9783319690056,"""Lecture notes in computer science ; 10565. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xviii, 482 pages)"""
145,145,a2780,b3911,"""Chinese computational linguistics and natural language processing based on naturally annotated big data : 16th China National Conference, CCL 2017, and 5th International Symposium, NLP-NABD 2017, Nanjing, China, October 13-15, 2017, Proceedings""","""Maosong Sun, Xiaojie Wang, Baobao Chang, Deyi Xiong (eds.)""","""Cham : Springer, 2017.""","""Books""",9783319690056,"""Lecture notes in computer science ; 10565,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Chinese computational linguistics and natural language processing based on naturally annotated big data : 16th China National Conference, CCL 2017, and 5th International...""","""Sun, Maosong, | Wang, Xiaojie, | Chang, Baobao, | Xiong, Deyi,""","""Cham""","""Electronic books.""",9783319690056,"""Lecture notes in computer science ; 10565. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xviii, 482 pages)"""
146,146,a4637,b3911,"""Chinese computational linguistics and natural language processing based on naturally annotated big data : 15th China National Conference, CCL 2016, and 4th International Symposium, NLP-NABD 2016, Yantai, China, October 15-16, 2016, Proceedings""","""edited by Maosong Sun, Xuanjing Huang, Hongfei Lin, Zhiyuan Liu, Yang Liu""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319476742,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 10035,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Chinese computational linguistics and natural language processing based on naturally annotated big data : 16th China National Conference, CCL 2017, and 5th International...""","""Sun, Maosong, | Wang, Xiaojie, | Chang, Baobao, | Xiong, Deyi,""","""Cham""","""Electronic books.""",9783319690056,"""Lecture notes in computer science ; 10565. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xviii, 482 pages)"""
148,148,a3482,b3911,"""Social computing : second International Conference of Young Computer Scientists, Engineers and Educators, ICYCSEE 2016, Harbin, China, August 20-22, 2016, Proceedings. Part I""","""Wanxiang Che, Qilong Han, Hongzhi Wang, Weipeng Jing, Shaoliang Peng, Junyu Lin, Guanglu Sun, Xianhua Song, Hongtao Song, Zeguang Lu (eds.)""","""Singapore : Springer, 2016.""","""Books""",9789811020537,"""Communications in computer and information science ; 623,""","""nan""","""Chinese computational linguistics and natural language processing based on naturally annotated big data : 16th China National Conference, CCL 2017, and 5th International...""","""Sun, Maosong, | Wang, Xiaojie, | Chang, Baobao, | Xiong, Deyi,""","""Cham""","""Electronic books.""",9783319690056,"""Lecture notes in computer science ; 10565. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xviii, 482 pages)"""
149,149,a3796,b3911,"""Cloud computing and security : first International Conference, ICCCS 2015, Nanjing, China, August 13-15, 2015, revised selected papers""","""Zhiqiu Huang, Xingming Sun, Junzhou Luo, Jian Wang (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319270517,"""Lecture notes in computer science ; 9483,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Chinese computational linguistics and natural language processing based on naturally annotated big data : 16th China National Conference, CCL 2017, and 5th International...""","""Sun, Maosong, | Wang, Xiaojie, | Chang, Baobao, | Xiong, Deyi,""","""Cham""","""Electronic books.""",9783319690056,"""Lecture notes in computer science ; 10565. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xviii, 482 pages)"""
150,150,a4519,b3911,"""Knowledge graph and semantic computing : semantic, knowledge, and linked big data : first China Conference, CCKS 2016, Beijing, China, September 19-22, 2016, Revised selected papers""","""Huajun Chen, Heng Ji, Le Sun, Haixun Wang, Tieyun Qian, Tong Ruan (eds.)""","""Singapore : Springer, 2016.""","""Books""",9789811031687,"""Communications in computer and information science ; 650,""","""nan""","""Chinese computational linguistics and natural language processing based on naturally annotated big data : 16th China National Conference, CCL 2017, and 5th International...""","""Sun, Maosong, | Wang, Xiaojie, | Chang, Baobao, | Xiong, Deyi,""","""Cham""","""Electronic books.""",9783319690056,"""Lecture notes in computer science ; 10565. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xviii, 482 pages)"""
154,154,a6,b5700,"""Indexing it all : the subject in the age of documentation, information, and data""","""Ronald E. Day""","""Cambridge, Massachusetts ; London, England : The MIT Press, 2014. ©2014""","""Books""",9780262322775,"""History and foundations of information science,""","""nan""","""Indexing it all : the subject in the age of documentation, information, and data  ""","""Day, Ronald E., 1959-""","""Cambridge, Massachusetts""","""nan""",9780262028219,"""History and foundations of information science.""","""xiv, 170 pages ; 24 cm."""
155,155,a1882,b5700,"""Indexing it all : the subject in the age of documentation, information, and data""","""Ronald E. Day""","""Cambridge, Massachusetts : The MIT Press, [2014]""","""Books""",9780262028219,"""History and foundations of information science,""","""nan""","""Indexing it all : the subject in the age of documentation, information, and data  ""","""Day, Ronald E., 1959-""","""Cambridge, Massachusetts""","""nan""",9780262028219,"""History and foundations of information science.""","""xiv, 170 pages ; 24 cm."""
156,156,a2461,b3810,"""Transactions on computational science IV : special issue on security in computing""","""Marina L. Gavrilova, C.J. Kenneth Tan, Edward David Moreno (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642010040,"""Lecture notes in computer science ; 5430,""","""nan""","""Transactions on computational science III ""","""Gavrilova, Marina L. | Tan, C. J. Kenneth""","""Heidelberg""","""Electronic books.""",9783642002120,"""Lecture notes in computer science ; 5300.""","""1 online resource."""
