,_id,ltable_ID_x,rtable_ID_x,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details
68,231,a3050,b117,"""Advances in data science and classification : proceedings of the 6th Conference of the International Federation of Classification Societies (IFCS-98), Università ""La Sapienza"", Rome, 21-24 July, 1998""","""Alfredo Rizzi, Maurizio Vichi, Hans-Hermann Bock, eds""","""Berlin ; New York : Springer, [1998] ©1998""","""Books""",9783540646419,"""Studies in classification, data analysis, and knowledge organization,""","""nan""","""Advances in Data Science and Classification : Proceedings of the 6th Conference of the International Federation of Classification Societies (IFCS-98) UniversitÃ  ""La Sapienza"",...""","""Rizzi, Alfredo.""","""Berlin, Heidelberg""","""Electronic books.""",9783642722530,"""Studies in classification, data analysis, and knowledge organization.""","""1 online resource (xv, 682 pages)"""
69,236,a2507,b119,"""Soft computing in data science : second International Conference, SCDS 2016, Kuala Lumpur, Malaysia, September 21-22, 2016, Proceedings""","""Michael W. Berry, Azlinah Hj. Mohamed, Bee Wah Yap (eds.)""","""Singapore : Springer, 2016.""","""Books""",9789811027772,"""Communications in computer and information science ; 652,""","""nan""","""Soft computing in data science : second International Conference, SCDS 2016, Kuala Lumpur, Malaysia, September 21-22, 2016, Proceedings  ""","""Berry, Michael W., | Hj. Mohamed, Azlinah, | Wah, Yap Bee,""","""Singapore""","""Electronic books. | Conference papers and proceedings.""",9789811027772,"""Communications in computer and information science ; 652. 1865-0929""","""1 online resource (xix, 311 pages)"""
70,240,a104,b127,"""Analytics in a big data world : the essential guide to data science and its applications""","""Bart Baesens""","""Hoboken, New Jersey : Wiley, 2014. ©2014""","""Books""",9781118892718,"""Wiley and SAS business series,""","""nan""","""Analytics in a big data world : the essential guide to data science and its applications  ""","""Baesens, Bart.""","""Hoboken, New Jersey""","""Electronic books.""",9781119204183,"""Wiley and SAS business series.""","""1 online resource."""
71,241,a247,b127,"""Analytics in a big data world : the essential guide to data science and its applications""","""Bart Baesens""","""Hoboken, New Jersey : Wiley, [2014]""","""Books""",9781119204183,"""Wiley and SAS business series,""","""nan""","""Analytics in a big data world : the essential guide to data science and its applications  ""","""Baesens, Bart.""","""Hoboken, New Jersey""","""Electronic books.""",9781119204183,"""Wiley and SAS business series.""","""1 online resource."""
72,242,a2468,b127,"""Analytics in a big data world : the essential guide to data science and its applications""","""Bart Baesens""","""Hoboken, New Jersey : John Wiley & Sons, Inc., [2014]""","""Books""",9781118892701,"""Wiley and SAS business series,""","""nan""","""Analytics in a big data world : the essential guide to data science and its applications  ""","""Baesens, Bart.""","""Hoboken, New Jersey""","""Electronic books.""",9781119204183,"""Wiley and SAS business series.""","""1 online resource."""
73,253,a67,b132,"""Statistics for data science : leverage the power of statistics for data analysis, classification, regression, machine learning, and neural networks""","""James D. Miller""","""Birmingham, UK : Packt Publishing, 2017. ©2017""","""Books""",9781788295345,"""nan""","""nan""","""Statistics for data science : leverage the power of statistics for data analysis, classification, regression, machine learning, and neural networks  ""","""Miller, James D., (Software consultant)""","""Birmingham, UK""","""Electronic books.""",9781788295345,"""nan""","""1 online resource"""
74,268,a64,b138,"""Docker for data science building scalable and extensible data infrastructure around the Jupyter Notebook Server""","""Joshua Cook""","""[S.l.] : Apress, 2017.""","""Books""",9781484230121,"""nan""","""nan""","""Docker for data science : building scalable and extensible data infrastructure around the Jupyter Notebook Server  ""","""Cook, Joshua.""","""[S.l.]""","""Electronic books.""",9781484230121,"""nan""","""1 online resource"""
75,269,a152,b140,"""Soft computing in data science : first international conference, SCDS 2015, Putrajaya, Malaysia, September 2-3, 2015, Proceedings""","""Michael W. Berry, Azlinah Hj. Mohamed, Yap Bee Wah (eds.)""","""Singapore : Springer, 2015.""","""Books""",9789812879363,"""Communications in computer and information science ; 545,""","""nan""","""Soft computing in data science : first international conference, SCDS 2015, Putrajaya, Malaysia, September 2-3, 2015, Proceedings  ""","""Berry, Michael W., | Mohamed, Azlinah Hj., | Wah, Yap Bee,""","""Singapore""","""Electronic books.""",9789812879363,"""Communications in computer and information science ; 545. 1865-0929""","""1 online resource (xi, 270 pages)"""
76,278,a2737,b148,"""Fraud analytics using descriptive, predictive, and social network techniques : guide to data science for fraud detection""","""Bart Baesens, Veronique Van Vlasselaer, Wouter Verbeke""","""Hoboken, New Jersey : John Wiley & Sons, 2015. ©2015""","""Books""",9781119146834,"""Wiley and SAS Business Series,""","""nan""","""Fraud analytics using descriptive, predictive, and social network techniques : a guide to data science for fraud detection  ""","""Baesens, Bart.""","""Hoboken, New Jersey""","""Electronic books.""",9781119146827,"""Wiley and SAS business series.""","""1 online resource."""
77,279,a5070,b148,"""Fraud analytics using descriptive, predictive, and social network techniques : a guide to data science for fraud detection""","""Bart Baesens, Veronique Van Vlasselaer, Wouter Verbeke""","""Hoboken, New Jersey : John Wiley & Sons, Inc., [2015]""","""Books""",9781119146827,"""Wiley and SAS business series,""","""nan""","""Fraud analytics using descriptive, predictive, and social network techniques : a guide to data science for fraud detection  ""","""Baesens, Bart.""","""Hoboken, New Jersey""","""Electronic books.""",9781119146827,"""Wiley and SAS business series.""","""1 online resource."""
78,280,a1086,b152,"""Functional programming in R : advanced statistical programming for data science, analysis and finance""","""Thomas Mailund""","""[United States] : Apress, 2017. New York, NY : Distributed to the book trade worldwide by Springer, ©2017""","""Books""",9781484227466,"""nan""","""nan""","""Advanced Object-Oriented Programming in R : Statistical Programming for Data Science, Analysis and Finance  ""","""Mailund, Thomas""","""[New York]""","""Electronic books.""",9781484229194,"""nan""","""1 online resource"""
79,281,a2666,b152,"""Advanced Object-Oriented Programming in R : Statistical Programming for Data Science, Analysis and Finance""","""Thomas Mailund""","""[New York] : Springer Science and Business Media : Apress, [2017]""","""Books""",9781484229194,"""nan""","""nan""","""Advanced Object-Oriented Programming in R : Statistical Programming for Data Science, Analysis and Finance  ""","""Mailund, Thomas""","""[New York]""","""Electronic books.""",9781484229194,"""nan""","""1 online resource"""
80,282,a2752,b152,"""Metaprogramming in R advanced statistical programming for data science, analysis, and finance""","""Thomas Mailund""","""[United States] : Apress, 2017.""","""Books""",9781484228814,"""nan""","""nan""","""Advanced Object-Oriented Programming in R : Statistical Programming for Data Science, Analysis and Finance  ""","""Mailund, Thomas""","""[New York]""","""Electronic books.""",9781484229194,"""nan""","""1 online resource"""
81,283,a3029,b152,"""Beginning data science in R : data analysis, visualization, and modelling for the data scientist""","""Thomas Mailund""","""New York : Apress, [2017]. ©2017""","""Books""",9781484226711,"""nan""","""nan""","""Advanced Object-Oriented Programming in R : Statistical Programming for Data Science, Analysis and Finance  ""","""Mailund, Thomas""","""[New York]""","""Electronic books.""",9781484229194,"""nan""","""1 online resource"""
82,284,a5213,b152,"""Functional data structures in R advanced statistical programming in R""","""Thomas Mailund""","""Berkeley, CA : Apress, 2017.""","""Books""",9781484231449,"""nan""","""nan""","""Advanced Object-Oriented Programming in R : Statistical Programming for Data Science, Analysis and Finance  ""","""Mailund, Thomas""","""[New York]""","""Electronic books.""",9781484229194,"""nan""","""1 online resource"""
83,285,a1322,b153,"""Recent applications of harmonic analysis to function spaces, differential equations, and data science : novel methods in harmonic analysis. Volume 2""","""Isaac Pesenson, Quoc Thong Le Gia, Azita Mayeli, Hrushikesh Mhaskar, Ding-Xuan Zhou, editors""","""Cham : Birkhäuser, 2017.""","""Books""",9783319555560,"""Applied and numerical harmonic analysis,""","""nan""","""Recent applications of harmonic analysis to function spaces, differential equations, and data science : novel methods in harmonic analysis. Volume 2  ""","""Pesenso, Isaac, | Gia, Quoc Thong Le, | Mayeli, Azita, | Mhaskar, H. N. | Zhou, Ding-Xuan,""","""Cham""","""Electronic books.""",9783319555560,"""Applied and numerical harmonic analysis.""","""1 online resource."""
84,329,a2886,b162,"""Creativity in intelligent, technologies and data science : first conference, CIT&DS 2015, Volgograd, Russia, September 15-17, 2015, proceedings""","""Alla Kravets, Maxim Shcherbakov, Marina Kultsova, Olga Shabalina (eds.)""","""[Cham] : Springer, [2015].""","""Books""",9783319237664,"""Communications in computer and information science ; 535,""","""nan""","""Creativity in intelligent, technologies and data science : first conference, CIT&DS 2015, Volgograd, Russia, September 15-17, 2015, Proceedings  ""","""Kravets, Alla, | Shcherbakov, Maxim, | Kultsova, Marina, | Shabalina, Olga,""","""[Cham]""","""Electronic books.""",9783319237664,"""Communications in computer and information science ; 535. 1865-0929""","""1 online resource (xvi, 865 pages)"""
85,330,a2839,b163,"""Data science : 30th British International Conference on Databases, BICOD 2015, Edinburgh, UK, July 6-8, 2015, proceedings""","""Sebastian Maneth (ed.)""","""Cham : Springer, 2015.""","""Books""",9783319204246,"""Lecture notes in computer science ; 9147,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Data science : 30th British International Conference on Databases, BICOD 2015, Edinburgh, UK, July 6-8, 2015, Proceedings  ""","""Maneth, Sebastian,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319204246,"""Lecture notes in computer science ; 9147. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xx, 221 pages)"""
86,331,a2542,b164,"""Creativity in intelligent technologies and data science : second Conference, CIT&DS 2017, Volgograd, Russia, September 12-14, 2017, Proceedings""","""Alla Kravets, Maxim Shcherbakov, Marina Kultsova, Peter Groumpos (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319655512,"""Communications in computer and information science ; 754,""","""nan""","""Creativity in intelligent technologies and data science : second Conference, CIT&DS 2017, Volgograd, Russia, September 12-14, 2017, Proceedings  ""","""Kravets, Alla, | Shcherbakov, Maxim, | Kultsova, Marina, | Groumpos, Peter P.,""","""Cham, Switzerland""","""Electronic books.""",9783319655512,"""Communications in computer and information science ; 754. 1865-0929""","""1 online resource (xvii, 887 pages)"""
87,337,a3033,b165,"""Data science : third International Conference of Pioneering Computer Scientists, Engineers and Educators, ICPCSEE 2017, Changsha, China, September 22-24, 2017, Proceedings. Part II""","""Beiji Zou, Qilong Han, Guanglu Sun, Weipeng Jing, Xiaoning Peng, Zeguang Lu (eds.)""","""Singapore : Springer, 2017.""","""Books""",9789811063886,"""Communications in computer and information science ; 728,""","""nan""","""Data science : third International Conference of Pioneering Computer Scientists, Engineers and Educators, ICPCSEE 2017, Changsha, China, September 22-24, 2017, Proceedings. Part...""","""Zou, Beiji, | Han, Qilong, | Sun, Guanglu, | Jing, Weipeng | Peng, Xiaoning, | Lu, Zeguang,""","""Singapore""","""Electronic books.""",9789811063886,"""Communications in computer and information science ; 728. 1865-0929""","""1 online resource (xxvi, 587 pages)"""
