ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
b1954,"""Computer vision-- ECCV 2012 : 12th European Conference on Computer Vision, Florence, Italy, October 7-13, 2012, Proceedings. Part VII  ""","""Fitzgibbon, A. W.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642337864,"""Lecture notes in computer science ; 7578. LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource"""
b6382,"""Big data analytics : a management perspective  ""","""Corea, Francesco""","""Switzerland""","""Electronic books.""",9783319389929,"""Studies in big data ; v.21. 2197-6503""","""1 online resource (xiii, 48 pages)"""
b3064,"""Open data structures : an introduction  ""","""Morin, Pat""","""Edmonton""","""Electronic textbooks.""",9781927356395,"""Open paths to enriched learning ; 2.""","""1 online resource"""
b3371,"""Platform embedded security technology revealed : safeguarding the future of computing with Intel Embedded Security and Management Engine  ""","""Ruan, Xiaoyu""","""Berkeley, CA""","""Electronic books.""",9781430265726,"""nan""","""1 online resource (xx, 241 pages)"""
b2822,"""Provable Security : 7th International Conference, ProvSec 2013, Melaka, Malaysia, October 23-25, 2013, Proceedings  ""","""Susilo, Willy, | Reyhanitabar, Reza,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642412271,"""Lecture notes in computer science ; 8209. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (x, 346 pages)"""
b1727,"""International handbook of metacognition and learning technologies ""","""Azevedo, Roger, | Aleven, Vincent A. W. M. M.""","""New York, NY""","""Electronic books. | Handbooks and manuals.""",9781441955463,"""Springer international handbooks of education ; v.26.""","""1 online resource."""
b128,"""Simulation for data science with R : harness actionable insights from your data with computational statistics and simulations using R  ""","""Templ, Matthias""","""Birmingham, UK""","""Electronic books.""",9781785885877,"""Community experience distilled.""","""1 online resource"""
b6699,"""Enacting research methods in information systems. Volume 3  ""","""Willcocks, Leslie, | Sauer, Chris, | Lacity, Mary Cecelia,""","""Houndmills, Basingstoke, Hampshire ; New York""","""Electronic books.""",9783319292724,"""nan""","""1 online resource"""
b6821,"""Bioinformatics : applications in life and environmental sciences  ""","""Fulekar, M. H.""","""Dordrecht""","""Electronic books.""",9781402088803,"""nan""","""1 online resource (vi, 247 pages)"""
b6689,"""Digital watermarking and steganography : fundamentals and techniques  ""","""Shih, Frank Y.""","""Boca Raton""","""Electronic books.""",9781498738774,"""nan""","""1 online resource"""
b3151,"""Parallel computations  ""","""Rodrigue, G.""","""New York, N.Y.""","""Electronic books.""",9780125921015,"""Computational techniques ; v. 1.""","""1 online resource (xii, 403 pages)"""
b5613,"""Public key cryptography ""","""Imai, Hideki. | Zheng, Yuliang.""","""Berlin ; Springer, 1998.""","""Electronic books. | Conference proceedings.""",9783540691051,"""Lecture notes in computer science ; 1431.""","""1 online resource."""
b6547,"""Space-time computing with temporal neural networks  ""","""Smith, James E. (James Edward), 1950-""","""[San Rafael, California]""","""Electronic books.""",9781627058902,"""Synthesis lectures in computer architecture ; # 39. 1935-3243""","""1 online resource (xxv, 215 pages)"""
b3560,"""SEMPER - Secure Electronic Marketplace for Europe ""","""Lacoste, Gard. | Pfitzmann, Birgit. | Steiner, Michael. | Waidner, Michael.""","""Berlin ; Springer-Verlag Berlin Heidelberg, 2000.""","""Electronic books.""",9783540449270,"""Lecture notes in computer science ; 1854, 0302-9743""","""1 online resource."""
b6364,"""The Blockchain alternative : rethinking macroeconomic policy and economic theory  ""","""Bheemaiah, Kariappa""","""[United States]""","""Electronic books.""",9781484226742,"""nan""","""1 online resource"""
b4032,"""Formal methods for mining structured objects ""","""Garriga, Gemma C.""","""Berlin ; Springer, Â©2013.""","""Electronic books.""",9783642366819,"""Studies in computational intelligence ; 475.""","""1 online resource."""
b4552,"""Cryptology and network security : 13th International Conference, CANS 2014, Heraklion, Crete, Greece, October 22-24, 2014. Proceedings  ""","""Gritzalis, Dimitris, | Kiayias, Aggelos, | Askoxylakis, Ioannis,""","""Cham""","""Electronic books.""",9783319122809,"""Lecture notes in computer science ; 8813. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xvi, 401 pages)"""
b4765,"""Introduction to topological quantum computation  ""","""Pachos, Jiannis K.""","""Cambridge""","""Electronic books.""",9780511792908,"""nan""","""1 online resource (x, 206 pages)"""
b5525,"""Fehlertolerierende Rechensysteme  Fault-tolerant Computing Systems : Automatisierungssysteme, Methoden, Anwendungen  Automation Systems, Methods, Applications 4....""","""GÃ¶rke, Winfried.""","""Berlin, Heidelberg""","""Electronic books.""",9783642750021,"""Informatik-Fachberichte ; 214.""","""1 online resource (XI, 390 pages)."""
b6180,"""IoT solutions in Microsoft's Azure IoT suite : data acquisition and analysis in the real world  ""","""Klein, Scott, 1966-""","""[United States]""","""Electronic books.""",9781484221433,"""nan""","""1 online resource (xix, 296 pages)"""
b4242,"""Data structures and algorithms using C++ ""","""Akepogu, Ananda Rao.""","""New Delhi""","""Electronic books.""",9788131793947,"""nan""","""1 online resource"""
b6732,"""Business intelligence tools for small companies : a guide to free and low-cost solutions  ""","""NoguÃ©s, Albert.""","""Berkeley, CA""","""Electronic books.""",9781484225684,"""nan""","""1 online resource"""
b5118,"""Multimedia Transport and Teleservices : International COST 237 Workshop Vienna, Austria, November 13-15, 1994 Proceedings  ""","""Hutchison, D.""","""Berlin, Heidelberg""","""Electronic books.""",9783540490654,"""Lecture notes in computer science ; 882. 0302-9743""","""1 online resource"""
b6861,"""IT disaster response : lessons learned in the field  ""","""Moore, Greg D.""","""[United States]""","""Electronic books.""",9781484221846,"""nan""","""1 online resource"""
b6827,"""Applications of computer algebra : Kalamata, Greece, July 20-23 2015  ""","""Kotsireas, Ilias, | MartÃ­nez-Moro, Edgar,""","""Cham, Switzerland""","""Electronic books.""",9783319569321,"""Springer proceedings in mathematics & statistics ; v. 198.""","""1 online resource."""
b4737,"""Principles of security and trust : first international conference, POST 2012, held as part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2012,...""","""Degano, Pierpaolo, | Guttman, Joshua D.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642286414,"""Lecture notes in computer science ; 7215. 0302-9743 Lecture notes in computer science. Advanced research in computing and software science. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 429 pages)."""
b5619,"""Advancements in distributed computing and Internet technologies : trends and issues  ""","""Pathan, Al-Sakib Khan. | Pathan, Mukaddim. | Lee, Hae Young,""","""Hershey, PA""","""Electronic books.""",9781613501115,"""nan""","""1 online resource (xi, 417 pages)"""
b687,"""Evaluation of environmental data for regulatory and impact assessment ""","""Ramamoorthy, S.""","""Amsterdam ; Elsevier ; 1991.""","""Electronic books.""",9780444885302,"""Studies in environmental science ; 41.""","""1 online resource (x, 466 p.)"""
b900,"""Principles of geographical information systems  ""","""Burrough, P. A.""","""Oxford""","""nan""",9780198742845,"""nan""","""pages cm"""
b5194,"""Metaphor, a computational perspective  ""","""Veale, Tony, 1967-""","""San Rafael, California""","""Electronic books.""",9781627058513,"""Synthesis lectures on human language technologies ; lecture #31. 1947-4040""","""1 online resource (xi, 147 pages)"""
b1134,"""Machine learning and knowledge discovery in databases : European Conference, ECML PKDD 2013, Prague, Czech Republic, September 23-27, 2013, Proceedings. Part III  ""","""Blockeel, Hendrik,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642409943,"""Lecture notes in computer science, 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence ; 8190. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xlvi, 689 pages)"""
b163,"""Data science : 30th British International Conference on Databases, BICOD 2015, Edinburgh, UK, July 6-8, 2015, Proceedings  ""","""Maneth, Sebastian,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319204246,"""Lecture notes in computer science ; 9147. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xx, 221 pages)"""
b81,"""R data science essentials : learn the essence of data science and visualization using R in no time at all  ""","""Koushik, Raja B.""","""Birmingham, UK""","""Electronic books.""",9781785286360,"""Community experience distilled.""","""1 online resource"""
b4914,"""From sience to society : new trends in environmental informatics  ""","""Otjacques, BenoÃ®t,""","""Cham, Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319656878,"""Progress in IS.""","""1 online resource."""
b1053,"""Intelligent data engineering and automated learning--IDEAL 2010 : 11th international conference, Paisley, UK, September 1-3, 2010 : proceedings  ""","""Fyfe, Colin.""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642153815,"""Lecture notes in computer science ; 6283. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xvi, 398 p.)"""
b2151,"""Big data, little data, no data : scholarship in the networked world  ""","""Borgman, Christine L., 1951-""","""Cambridge, Massachusetts""","""nan""",9780262028561,"""nan""","""xxv, 383 pages ; 24 cm"""
b3118,"""Adaptive Processing of Sequences and Data Structures : International Summer School on Neural Networks (3z (BE. R. Caianiello (3y (B Vietri sul Mare, Salerno, Italy September...""","""Giles, C. Lee. | Gori, Marco.""","""Berlin ; Springer-Verlag, 1998.""","""Electronic books.""",9783540697527,"""Lecture notes in computer science ; 1387, 0302-9743""","""1 online resource."""
b1678,"""Intelligent information and database systems : 4th Asian Conference, ACIIDS 2012, Kaohsiung, Taiwan, March 19-21, 2012, Proceedings. Part II  ""","""Pan, Jeng-Shyang. | Chen, Shyi-Ming. | Nguyen, Ngoc Thanh""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642284908,"""Lecture notes in computer science ; 7197. Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xx, 575 pages)."""
b3075,"""Lecture notes on bucket algorithms ""","""Devroye, Luc.""","""Boston""","""Electronic books.""",9781489935311,"""Progress in computer science ; no. 6.""","""1 online resource (148 pages)"""
b1405,"""The SAGE handbook of GIS and society ""","""Nyerges, Timothy L. | Couclelis, Helen. | McMaster, Robert Brainerd.""","""Los Angeles""","""Electronic books.""",9781446201046,"""nan""","""1 online resource"""
b3614,"""Public key cryptography-- PKC 2012 : 15th International Conference on Practice and Theory in Public Key Cryptography, Darmstadt, Germany, May 21-23, 2012. Proceedings  ""","""Fischlin, Marc. | Buchmann, Johannes. | Manulis, Mark.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642300578,"""Lecture notes in computer science ; 7293. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 734 pages)."""
b1671,"""Computational linguistics and intelligent text processing : 13th International Conference, CICLing 2012, New Delhi, India, March 11-17, 2012, proceedings. Part I  ""","""Gelbukh, Alexander,""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642286049,"""Lecture notes in computer science ; 7181. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xxiii, 617 pages)."""
b4173,"""Automata, Languages and Programming : 31st International Colloquium, ICALP 2004, Turku, Finland, July 12-16, 2004. Proceedings  ""","""Daz, Josep. | Karhumki, Juhani. | Lepist Arto. | Sannella, Donald.""","""Berlin ; Springer-Verlag Berlin Heidelberg, 2004.""","""Electronic books.""",9783540278368,"""Lecture notes in computer science ; 3142, 0302-9743""","""1 online resource."""
b6859,"""Introduction to Google Analytics : a guide for absolute beginners  ""","""Kelsey, Todd""","""New York""","""Electronic books.""",9781484228296,"""nan""","""1 online resource"""
b4207,"""Research ethics for scientists : a companion for students  ""","""Stewart, C. Neal.""","""West Sussex, UK ; Wiley, 2011.""","""Electronic books.""",9781119978862,"""nan""","""1 online resource (xiv, 210 pages)"""
b6901,"""The coding manual for qualitative researchers  ""","""SaldaÃ±a, Johnny.""","""Los Angeles [i.e. Thousand Oaks, Calif]""","""nan""",9781446247365,"""nan""","""xix, 303 pages"""
b1999,"""Geometric Science of Information : first International Conference, GSI 2013, Paris, France, August 28-30, 2013 : proceedings  ""","""Nielsen, Frank, | Barbaresco, FrÃ©dÃ©ric,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642400209,"""Lecture notes in computer science ; 8085. LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xx, 879 pages)"""
