,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,jaccard
271,271,a2507,b140,"""soft computing in data science : second international conference, scds 2016, kuala lumpur, malaysia, september 21-22, 2016, proceedings""","""michael w. berry, azlinah hj. mohamed, bee wah yap (eds.)""","""singapore : springer, 2016.""","""books""",9789811027772,"""communications in computer and information science ; 652,""","""nan""","""soft computing in data science : first international conference, scds 2015, putrajaya, malaysia, september 2-3, 2015, proceedings""","""berry, michael w., | mohamed, azlinah hj., | wah, yap bee,""","""singapore""","""electronic books.""",9789812879363,"""communications in computer and information science ; 545. 1865-0929""","""1 online resource (xi, 270 pages)""",0.5714285714285714
278,278,a2737,b148,"""fraud analytics using descriptive, predictive, and social network techniques : guide to data science for fraud detection""","""bart baesens, veronique van vlasselaer, wouter verbeke""","""hoboken, new jersey : john wiley & sons, 2015. ©2015""","""books""",9781119146834,"""wiley and sas business series,""","""nan""","""fraud analytics using descriptive, predictive, and social network techniques : a guide to data science for fraud detection""","""baesens, bart.""","""hoboken, new jersey""","""electronic books.""",9781119146827,"""wiley and sas business series.""","""1 online resource.""",0.9444444444444444
279,279,a5070,b148,"""fraud analytics using descriptive, predictive, and social network techniques : a guide to data science for fraud detection""","""bart baesens, veronique van vlasselaer, wouter verbeke""","""hoboken, new jersey : john wiley & sons, inc., [2015]""","""books""",9781119146827,"""wiley and sas business series,""","""nan""","""fraud analytics using descriptive, predictive, and social network techniques : a guide to data science for fraud detection""","""baesens, bart.""","""hoboken, new jersey""","""electronic books.""",9781119146827,"""wiley and sas business series.""","""1 online resource.""",1.0
280,280,a1086,b152,"""functional programming in r : advanced statistical programming for data science, analysis and finance""","""thomas mailund""","""[united states] : apress, 2017. new york, ny : distributed to the book trade worldwide by springer, ©2017""","""books""",9781484227466,"""nan""","""nan""","""advanced object-oriented programming in r : statistical programming for data science, analysis and finance""","""mailund, thomas""","""[new york]""","""electronic books.""",9781484229194,"""nan""","""1 online resource""",0.7333333333333333
281,281,a2666,b152,"""advanced object-oriented programming in r : statistical programming for data science, analysis and finance""","""thomas mailund""","""[new york] : springer science and business media : apress, [2017]""","""books""",9781484229194,"""nan""","""nan""","""advanced object-oriented programming in r : statistical programming for data science, analysis and finance""","""mailund, thomas""","""[new york]""","""electronic books.""",9781484229194,"""nan""","""1 online resource""",1.0
282,282,a2752,b152,"""metaprogramming in r advanced statistical programming for data science, analysis, and finance""","""thomas mailund""","""[united states] : apress, 2017.""","""books""",9781484228814,"""nan""","""nan""","""advanced object-oriented programming in r : statistical programming for data science, analysis and finance""","""mailund, thomas""","""[new york]""","""electronic books.""",9781484229194,"""nan""","""1 online resource""",0.5625
284,284,a5213,b152,"""functional data structures in r advanced statistical programming in r""","""thomas mailund""","""berkeley, ca : apress, 2017.""","""books""",9781484231449,"""nan""","""nan""","""advanced object-oriented programming in r : statistical programming for data science, analysis and finance""","""mailund, thomas""","""[new york]""","""electronic books.""",9781484229194,"""nan""","""1 online resource""",0.29411764705882354
285,285,a1322,b153,"""recent applications of harmonic analysis to function spaces, differential equations, and data science : novel methods in harmonic analysis. volume 2""","""isaac pesenson, quoc thong le gia, azita mayeli, hrushikesh mhaskar, ding-xuan zhou, editors""","""cham : birkhäuser, 2017.""","""books""",9783319555560,"""applied and numerical harmonic analysis,""","""nan""","""recent applications of harmonic analysis to function spaces, differential equations, and data science : novel methods in harmonic analysis. volume 2""","""pesenso, isaac, | gia, quoc thong le, | mayeli, azita, | mhaskar, h. n. | zhou, ding-xuan,""","""cham""","""electronic books.""",9783319555560,"""applied and numerical harmonic analysis.""","""1 online resource.""",1.0
328,328,a2542,b162,"""creativity in intelligent technologies and data science : second conference, cit&ds 2017, volgograd, russia, september 12-14, 2017, proceedings""","""alla kravets, maxim shcherbakov, marina kultsova, peter groumpos (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319655512,"""communications in computer and information science ; 754,""","""nan""","""creativity in intelligent, technologies and data science : first conference, cit&ds 2015, volgograd, russia, september 15-17, 2015, proceedings""","""kravets, alla, | shcherbakov, maxim, | kultsova, marina, | shabalina, olga,""","""[cham]""","""electronic books.""",9783319237664,"""communications in computer and information science ; 535. 1865-0929""","""1 online resource (xvi, 865 pages)""",0.6190476190476191
329,329,a2886,b162,"""creativity in intelligent, technologies and data science : first conference, cit&ds 2015, volgograd, russia, september 15-17, 2015, proceedings""","""alla kravets, maxim shcherbakov, marina kultsova, olga shabalina (eds.)""","""[cham] : springer, [2015].""","""books""",9783319237664,"""communications in computer and information science ; 535,""","""nan""","""creativity in intelligent, technologies and data science : first conference, cit&ds 2015, volgograd, russia, september 15-17, 2015, proceedings""","""kravets, alla, | shcherbakov, maxim, | kultsova, marina, | shabalina, olga,""","""[cham]""","""electronic books.""",9783319237664,"""communications in computer and information science ; 535. 1865-0929""","""1 online resource (xvi, 865 pages)""",1.0
330,330,a2839,b163,"""data science : 30th british international conference on databases, bicod 2015, edinburgh, uk, july 6-8, 2015, proceedings""","""sebastian maneth (ed.)""","""cham : springer, 2015.""","""books""",9783319204246,"""lecture notes in computer science ; 9147,lncs sublibrary. information systems and applications, incl. internet/web, and hci,""","""nan""","""data science : 30th british international conference on databases, bicod 2015, edinburgh, uk, july 6-8, 2015, proceedings""","""maneth, sebastian,""","""cham""","""electronic books. | conference papers and proceedings.""",9783319204246,"""lecture notes in computer science ; 9147. 0302-9743 lncs sublibrary. sl 3, information systems and applications, incl. internet/web, and hci.""","""1 online resource (xx, 221 pages)""",1.0
331,331,a2542,b164,"""creativity in intelligent technologies and data science : second conference, cit&ds 2017, volgograd, russia, september 12-14, 2017, proceedings""","""alla kravets, maxim shcherbakov, marina kultsova, peter groumpos (eds.)""","""cham, switzerland : springer, 2017.""","""books""",9783319655512,"""communications in computer and information science ; 754,""","""nan""","""creativity in intelligent technologies and data science : second conference, cit&ds 2017, volgograd, russia, september 12-14, 2017, proceedings""","""kravets, alla, | shcherbakov, maxim, | kultsova, marina, | groumpos, peter p.,""","""cham, switzerland""","""electronic books.""",9783319655512,"""communications in computer and information science ; 754. 1865-0929""","""1 online resource (xvii, 887 pages)""",1.0
332,332,a2886,b164,"""creativity in intelligent, technologies and data science : first conference, cit&ds 2015, volgograd, russia, september 15-17, 2015, proceedings""","""alla kravets, maxim shcherbakov, marina kultsova, olga shabalina (eds.)""","""[cham] : springer, [2015].""","""books""",9783319237664,"""communications in computer and information science ; 535,""","""nan""","""creativity in intelligent technologies and data science : second conference, cit&ds 2017, volgograd, russia, september 12-14, 2017, proceedings""","""kravets, alla, | shcherbakov, maxim, | kultsova, marina, | groumpos, peter p.,""","""cham, switzerland""","""electronic books.""",9783319655512,"""communications in computer and information science ; 754. 1865-0929""","""1 online resource (xvii, 887 pages)""",0.6190476190476191
337,337,a3033,b165,"""data science : third international conference of pioneering computer scientists, engineers and educators, icpcsee 2017, changsha, china, september 22-24, 2017, proceedings. part ii""","""beiji zou, qilong han, guanglu sun, weipeng jing, xiaoning peng, zeguang lu (eds.)""","""singapore : springer, 2017.""","""books""",9789811063886,"""communications in computer and information science ; 728,""","""nan""","""data science : third international conference of pioneering computer scientists, engineers and educators, icpcsee 2017, changsha, china, september 22-24, 2017, proceedings. part...""","""zou, beiji, | han, qilong, | sun, guanglu, | jing, weipeng | peng, xiaoning, | lu, zeguang,""","""singapore""","""electronic books.""",9789811063886,"""communications in computer and information science ; 728. 1865-0929""","""1 online resource (xxvi, 587 pages)""",0.8695652173913043
