,ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
129,a129,"""The craft of knowledge : experiences of living with data""","""edited by Carol Smart, The Morgan Centre, School of Social Sciences, University of Manchester, UK, Jenny Hockey, Department of Sociological Studies, University of Sheffield, UK and Allison James, Department of Sociological Studies, University of Sheffield, UK""","""Houndmills, Basingstoke, Hampshire ; New York : Palgrave Macmillan, 2014.""","""Books""",9781137287335,"""nan""","""nan"""
130,a130,"""Link analysis : an information science approach""","""Mike Thelwall""","""First edition. Amsterdam ; San Diego, CA : Elsevier Academic Press, 2004.""","""Books""",9780120885534,"""Library and information science (New York, N.Y.),Studies in information,""","""nan"""
131,a131,"""Researching developing countries : a data resource guide for social scientist""","""Forrest D. Wright""","""Waltham, MA : Chandos Publishing, an imprint of Elsevier, [2016] ©2016""","""Books""",9780081002179,"""Chandos information professional series,""","""nan"""
132,a132,"""Cryptography protocols, design and applications""","""Kamol Lek and Naruemol Rajapakse, editors""","""Hauppauge, N.Y. : Nova Science Publishers, c2012.""","""Books""",9781621008316,"""Cryptography, steganography and data security,Privacy and identity protection,Cryptography, Steganography and Data Security,""","""nan"""
133,a133,"""PISA 2006 : science competencies for tomorrow's world""","""Organisation for Economic Co-operation and Development""","""Paris : OECD, [2007] ©2007""","""Books""",9789264040007,"""nan""","""nan"""
135,a135,"""Handbook of decision science""","""Michael A. Diefenbach, Suzanne Miller-Halegoua, Deborah J. Bowen, editors""","""New York, NY : Springer, 2016. New York, NY : Springer, 2016.""","""Books""",9781493934867,"""nan""","""nan"""
136,a136,"""Database archiving : how to keep lots of data for a very long time""","""Jack E. Olson""","""San Francisco, Calif. : Morgan Kaufmann ; Oxford : Elsevier Science [distributor], [2009] ©2009""","""Books""",9780123747204,"""MK/OMG press,""","""nan"""
137,a137,"""Color bytes : blending the art and science of color""","""[by Jean Bourges]""","""Forest Hills, N.Y. : Chromatics Press, [1997] ©1997""","""Books""",9781888551006,"""nan""","""nan"""
139,a139,"""A bibliographic guide to the history of computing, computers, and the information processing industry""","""compiled by James W. Cortada""","""New York : Greenwood Press, 1990.""","""Books""",9780313268106,"""Bibliographies and indexes in science and technology. no. 6,""","""nan"""
140,a140,"""Materials data for cyclic loading""","""Chr. Boller, T. Seeger""","""Amsterdam ; New York : Elsevier, 1987.""","""Books""",9780444428707,"""Materials science monographs ; 42A-42E,""","""nan"""
141,a141,"""Automated data collection with R : a practical guide to Web scraping and text mining""","""Simon Munzert, Christian Ruoba, Peter Meiboner, Dominic Nyhuis""","""Chichester, West Sussex, United Kingdom ; : Wiley, 2014.""","""Books""",9781118834787,"""nan""","""nan"""
142,a142,"""Practical data analysis in chemistry""","""Marcel Maeder and Yorck-Michael Neuhold""","""Oxford : Elsevier, 2007.""","""Books""",9780444530547,"""Data handling in science and technology ; v. 26,""","""nan"""
143,a143,"""Library and information science research in the 21st century : a guide for practising librarians and students""","""Ibironke O. Lawal""","""Oxford : Chandos Pub., 2009.""","""Books""",9781843343738,"""Chandos information professional series,""","""nan"""
144,a144,"""Socioeconomic environmental policies and evaluations in regional science : essays in honor of Yoshiro Higano""","""Horiyuki Shibusawa, Katsuhiro Sakurau, Takeshi Mizunoya, Susumu Uchida, editors""","""Singapore : Springer, [2016]. ©2017""","""Books""",9789811000997,"""New frontiers in regional science: Asian perspectives ; v. 24,""","""nan"""
145,a145,"""Data analysis : a model comparison approach""","""Charles M. Judd, Gary H. McClelland, Carey S. Ryan""","""Second edition. New York ; Hove : Routledge, 2009.""","""Books""",9780805833881,"""nan""","""nan"""
146,a146,"""Satellite data requirements for marine meteorological services""","""by G.D. Hamilton""","""Geneva, Switzerland : Secretariat of the World Meteorological Organization, 1980.""","""Books""",9789263105486,"""Reports on marine science affairs ; report no. 14,""","""nan"""
147,a147,"""Preserving scientific data on our physical universe : a new strategy for archiving the nation's scientific information resources""","""Steering Committee for the Study on the Long-term Retention of Selected Scientific and Technical Records of the Federal Government, Commission on Physical Sciences, Mathematics, and Applications, National Research Council""","""Washington, D.C. : National Academy Press, 1995.""","""Books""",9780309051866,"""nan""","""nan"""
148,a148,"""Digital functions and data reconstruction : digital-discrete methods""","""Li M. Chen""","""New York, NY : Springer, [2013] ©2013""","""Books""",9781461456384,"""nan""","""nan"""
149,a149,"""Data analysis using SQL and Excel""","""Gordon S. Linoff""","""2nd ed. Indianapolis, Indiana : Wiley, 2016. ©2016""","""Books""",9781119183419,"""nan""","""nan"""
151,a151,"""Data abstraction and problem solving with C++ : walls and mirrors""","""Frank M. Carrano""","""Fourth edition. Boston : Addison Wesley, 2005.""","""Books""",9780321247254,"""nan""","""nan"""
152,a152,"""Soft computing in data science : first international conference, SCDS 2015, Putrajaya, Malaysia, September 2-3, 2015, Proceedings""","""Michael W. Berry, Azlinah Hj. Mohamed, Yap Bee Wah (eds.)""","""Singapore : Springer, 2015.""","""Books""",9789812879363,"""Communications in computer and information science ; 545,""","""nan"""
153,a153,"""Performance evaluation and benchmarking : traditional to big data to internet of things : 7th TPC Technology Conference, TPCTC 2015, Kohala Coast, HI, USA, August 31 - September 4, 2015. Revised selected papers""","""Raghunath Nambiar, Meikel Poess (eds.)""","""Switzerland : Springer, 2016.""","""Books""",9783319314099,"""Lecture notes in computer science ; 9508,LNCS sublibrary. Programming and software engineering,""","""nan"""
154,a154,"""Transactions on computational science XIII""","""Marina L. Gavrilova, C.J. Kenneth Tan (eds.)""","""Berlin ; New York : Springer, [2011] ©2011""","""Books""",9783642226199,"""Lecture notes in computer science ; 6750,""","""nan"""
156,a156,"""Failure : why science is so successful""","""Stuart Firestein""","""Oxford ; New York : Oxford University Press, [2016]""","""Books""",9780199390106,"""nan""","""nan"""
157,a157,"""Wavelets tools for science & technology""","""Stéphane Jaffard, Yves Meyer, Robert D. Ryan""","""Philadelphia, Pa. : Society for Industrial and Applied Mathematics (SIAM, 3600 Market Street, Floor 6, Philadelphia, PA 19104), 2001.""","""Books""",9780898718119,"""nan""","""nan"""
158,a158,"""Life science data mining""","""editors, Stephen Wong, Chung-Sheng Li""","""Singapore ; Hackensack, NJ : World Scientific, [2006] ©2006""","""Books""",9789812700643,"""Science, engineering, and biology informatics ; v. 2,""","""nan"""
159,a159,"""Medusa, a distributed operating system""","""by John K. Ousterhout""","""Ann Arbor, Mich. : UMI Research Press, [1981] ©1981""","""Books""",9780835712019,"""Computer science. Distributed database systems ; no. 1,""","""nan"""
160,a160,"""Progress in cryptology - LATINCRYPT 2014 : third International Conference on Cryptology and Information Security in Latin America Florianópolis, Brazil, September 17-19, 2014,r evised selected papers""","""Diego F. Aranha, Alfred Menezes (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319162959,"""Lecture notes in computer science ; 8895,""","""nan"""
161,a161,"""Fundamentals of OOP and data structures in Java""","""Richard Wiener, Lewis Pinson""","""Cambridge, [England] ; New York : Cambridge University Press, 2000.""","""Books""",9780521662208,"""nan""","""nan"""
164,a164,"""An Introduction to computer simulation in applied science.""","""Edited by Farid F. Abraham and William A. Tiller""","""New York : Plenum Press, 1972.""","""Books""",9780306305795,"""nan""","""nan"""
165,a165,"""Calculus for the life sciences : a modeling approach""","""James L. Cornette and Ralph A. Ackerman""","""[Place of publication not identified] : James L. Cornette and Ralph A. Ackerman, 2011- Minneapolis : Open Textbook Library ©2011-""","""Books""",9781467976664,"""Open Textbook Library,""","""nan"""
166,a166,"""New developments in science and technology education""","""Martin Riopel, Zacharoula Smyrnaiou, editors""","""[Cham] : Springer International Publishing, [2016]. © 2016""","""Books""",9783319229331,"""Innovations in science education and technology; Volume 23,""","""nan"""
167,a167,"""The role of data in scientific progress : proceedings of the Ninth International CODATA Conference, Jerusalem, Israel, 24-28 June 1984 : at the invitation of the Israel Academy of Sciences and Humanities""","""edited by Phyllis S. Glaeser""","""Amsterdam ; New York : North-Holland for Committee on Data for Sciences and Technology ; New York, N.Y., U.S.A. : Sole distributors for the U.S.A. and Canada, Elsevier Science Pub. Co., 1985.""","""Books""",9780444877031,"""nan""","""nan"""
169,a169,"""The end of wisdom? : the future of libraries in a digital age""","""edited by David Baker, Wendy Evans""","""Cambridge, MA : Chandos Publishing is an imprint of Elsevier, [2016] ©2017""","""Books""",9780081001776,"""nan""","""nan"""
170,a170,"""Computer and information science 2015""","""Roger Lee, editor""","""Cham : Springer, [2016]""","""Books""",9783319234670,"""Studies in computational intelligence ; v. 614,""","""nan"""
171,a171,"""Data stream management""","""Lukasz Golab, M. Tamer Özsu""","""[San Rafael, Calif.] : Morgan & Claypool Publishers, [2010] ©2010""","""Books""",9781608452736,"""Synthesis lectures on data management ; #5,""","""nan"""
172,a172,"""Image analysis in histology : conventional and confocal microscopy""","""edited by R. Wootton, D.R. Springall & J.M. Polack""","""Cambridge ; New York : Published in association with the Royal Postgraduage Medical School, University of London by Cambridge University Press, 1995.""","""Books""",9780521434829,"""Postgraduate medical science,""","""nan"""
173,a173,"""Data analysis, data modeling, and classification""","""Martin E. Modell""","""New York : McGraw-Hill, [1992] ©1992""","""Books""",9780070426344,"""Software engineering series (New York, N.Y.),McGraw-Hill software engineering series,""","""nan"""
174,a174,"""Real data : a statistics workbook based on empirical data""","""Zealure C. Holcomb""","""Los Angeles, CA : Pyrczak Pub., [1997] ©1997""","""Books""",9781884585043,"""nan""","""nan"""
175,a175,"""The autonomous system : a foundational synthesis of the sciences of the mind""","""Szabolcs Michael de Gyurky with Mark A. Tarbell""","""Hoboken, New Jersey : Wiley, [2014] ©2014""","""Books""",9781118757499,"""nan""","""nan"""
176,a176,"""The papers of the Fourteenth SIGCSE Technical Symposium on Computer Science Education""","""sponsored by the Association for Computing Machinery, Special Interest Group on Computer Science Education, Orlando, Florida, February 17-18, 1983 ; edited by Sheau-Dong Lang""","""New York, N.Y. : Association for Computing Machinery ; Baltimore, MD : Order from ACM Order Dept., [1983] ©1983""","""Books""",9780897910910,"""SIGCSE bulletin. v. 15, no. 1 (Feb. 1983),""","""nan"""
177,a177,"""Data visualization in the geological sciences""","""James R. Carr""","""Upper Saddle River, NJ : Prentice Hall, [2002] ©2002""","""Books""",9780130897060,"""nan""","""nan"""
178,a178,"""Soil science : step-by-step field analysis""","""Sally Logsdon, Dave Clay, Demie Moore, Teferi Tsegaye, editors""","""Madison, Wisconsin : Soil Science Society of America, [2008] ©2008""","""Books""",9780891188490,"""nan""","""nan"""
179,a179,"""Math through the ages : a gentle history for teachers and others""","""William P. Berlinghoff, Fernando Q. Gouvêa""","""Expanded 2nd edition. Farmington, ME : Oxton House Publishers ; Washington, DC : Mathematical Association of America, [2015] ©2015""","""Books""",9781939512123,"""MAA textbooks,""","""nan"""
180,a180,"""Thermal maturity of sedimentary rocks in Alaska, digital resources""","""Mark J. Johnsson, Kevin R. Evans, and Heather A. Marshall""","""Version 1.0. [Reston, VA] : U.S. Dept. of the Interior, U.S. Geological Survey ; Denver, CO : USGS Information Services (Map and Book Sales), 1999.""","""Books""",9780607922981,"""U.S. Geological Survey digital data series ; DDS-54,""","""nan"""
181,a181,"""Man-machine communication""","""Charles T. Meadow""","""New York : Wiley-Interscience, [1970]""","""Books""",9780471590019,"""Information sciences series,""","""nan"""
182,a182,"""Advanced data mining and applications : 8th International Conference, ADMA 2012, Nanjing, China, December 15-18, 2012 : proceedings""","""Shuigeng Zhou, Songmao Zhang, George Karypis (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642355271,"""Lecture notes in computer science ; 7713,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan"""
